LF	scaffold_90:1,343,405-1,343,672	267	0.954545454545	0.0454545454545	21.0	1.0
LF	scaffold_49:3,958,871-3,959,183	312	0.968253968254	0.031746031746	61.0	2.0
LF	scaffold_88:670,816-671,296	480	0.8	0.2	16.0	4.0
LF	scaffold_85:426,096-431,367	5271	0.666666666667	0.333333333333	10.0	5.0
LF	scaffold_115:2,174,163-2,189,451	15288	1.0	0.0	1.0	0.0
LF	scaffold_38:2,033,289-2,033,859	570	0.769230769231	0.230769230769	40.0	12.0
LF	scaffold_90:1,343,420-1,343,687	267	0.807692307692	0.192307692308	21.0	5.0
LF	scaffold_57:2,274,418-2,275,201	783	0.824561403509	0.175438596491	47.0	10.0
LF	scaffold_55:2,718,500-2,754,291	35791	1.0	0.0	5.0	0.0
LF	scaffold_114:816,524-816,684	160	1.0	0.0	14.0	0.0
LF	scaffold_2:11,606,814-11,608,552	1738	1.0	0.0	8.0	0.0
LF	scaffold_3:6,039,345-10,491,063	4451718	0.75	0.25	3.0	1.0
LF	scaffold_122:14,631-206,592	191961	1.0	0.0	7.0	0.0
LF	scaffold_89:1,089,665-1,094,434	4769	0.904761904762	0.0952380952381	19.0	2.0
LF	scaffold_210:528,105-535,090	6985	1.0	0.0	12.0	0.0
LF	scaffold_348:64,903-163,727	98824	0.666666666667	0.333333333333	2.0	1.0
LF	scaffold_76:3,107,291-3,125,123	17832	0.651898734177	0.348101265823	103.0	55.0
LF	scaffold_7:3,506,304-3,506,614	310	0.625	0.375	30.0	18.0
LF	scaffold_80:623,023-1,473,658	850635	0.714285714286	0.285714285714	5.0	2.0
LF	scaffold_49:3,958,898-3,959,193	295	0.983870967742	0.0161290322581	61.0	1.0
LF	scaffold_57:2,274,420-2,275,169	749	0.844827586207	0.155172413793	49.0	9.0
LF	scaffold_57:235,829-236,098	269	0.954545454545	0.0454545454545	42.0	2.0
LF	scaffold_348:65,059-253,578	188519	1.0	0.0	1.0	0.0
LF	scaffold_402:390-8,908	8518	1.0	0.0	1.0	0.0
LF	scaffold_348:17,830-119,293	101463	1.0	0.0	12.0	0.0
LF	scaffold_115:2,174,762-2,188,539	13777	0.666666666667	0.333333333333	8.0	4.0
AC	scaffold_7:4,053,893-4,056,212	2319	0.639344262295	0.360655737705	39.0	22.0
AC	scaffold_1:15,011,233-15,015,056	3823	0.666666666667	0.333333333333	2.0	1.0
AC	scaffold_90:1,343,405-1,343,672	267	0.961538461538	0.0384615384615	25.0	1.0
AC	scaffold_49:3,958,871-3,959,183	312	0.920454545455	0.0795454545455	81.0	7.0
AC	scaffold_85:426,096-431,367	5271	0.666666666667	0.333333333333	14.0	7.0
AC	scaffold_115:2,174,163-2,189,451	15288	1.0	0.0	5.0	0.0
AC	scaffold_38:2,033,289-2,033,859	570	0.847222222222	0.152777777778	61.0	11.0
AC	scaffold_90:1,343,420-1,343,687	267	0.961538461538	0.0384615384615	25.0	1.0
AC	scaffold_52:3,085,825-3,086,025	200	0.786885245902	0.213114754098	48.0	13.0
AC	scaffold_67:3,291,812-3,292,045	233	1.0	0.0	17.0	0.0
AC	scaffold_369:37,785-73,336	35551	0.8	0.2	4.0	1.0
AC	scaffold_55:2,718,500-2,754,291	35791	1.0	0.0	4.0	0.0
AC	scaffold_114:816,524-816,684	160	1.0	0.0	10.0	0.0
AC	scaffold_2:11,606,814-11,608,552	1738	1.0	0.0	20.0	0.0
AC	scaffold_178:805,835-1,207,855	402020	0.602985074627	0.397014925373	202.0	133.0
AC	scaffold_89:1,089,665-1,094,434	4769	0.84	0.16	21.0	4.0
AC	scaffold_294:353,229-401,127	47898	1.0	0.0	1.0	0.0
AC	scaffold_271:235,213-235,431	218	0.727272727273	0.272727272727	16.0	6.0
AC	scaffold_223:473,564-521,575	48011	0.769230769231	0.230769230769	10.0	3.0
AC	scaffold_76:3,107,291-3,125,123	17832	0.8	0.2	216.0	54.0
AC	scaffold_7:3,506,304-3,506,614	310	0.755813953488	0.244186046512	65.0	21.0
AC	scaffold_26:6,571,988-6,574,969	2981	0.857142857143	0.142857142857	42.0	7.0
AC	scaffold_61:11,138-224,264	213126	0.62037037037	0.37962962963	67.0	41.0
AC	scaffold_80:623,023-1,473,658	850635	0.692307692308	0.307692307692	9.0	4.0
AC	scaffold_49:3,958,898-3,959,193	295	0.905882352941	0.0941176470588	77.0	8.0
AC	scaffold_52:3,085,854-3,086,056	202	0.777777777778	0.222222222222	49.0	14.0
AC	scaffold_113:1,699,606-1,710,533	10927	0.683673469388	0.316326530612	67.0	31.0
AC	scaffold_95:852,058-2,427,928	1575870	0.8	0.2	8.0	2.0
AC	scaffold_57:235,829-236,098	269	0.924528301887	0.0754716981132	49.0	4.0
AC	scaffold_348:65,059-253,578	188519	1.0	0.0	9.0	0.0
AC	scaffold_271:235,155-235,358	203	0.833333333333	0.166666666667	20.0	4.0
AC	scaffold_348:17,830-119,293	101463	1.0	0.0	13.0	0.0
AC	scaffold_115:2,174,762-2,188,539	13777	0.655172413793	0.344827586207	19.0	10.0
CM	scaffold_90:1,343,405-1,343,672	267	0.952380952381	0.047619047619	20.0	1.0
CM	scaffold_49:3,958,871-3,959,183	312	0.840909090909	0.159090909091	37.0	7.0
CM	scaffold_85:426,096-431,367	5271	0.684210526316	0.315789473684	13.0	6.0
CM	scaffold_4:6,950,640-6,950,875	235	0.909090909091	0.0909090909091	20.0	2.0
CM	scaffold_115:2,174,163-2,189,451	15288	1.0	0.0	1.0	0.0
CM	scaffold_38:2,033,289-2,033,859	570	0.823529411765	0.176470588235	14.0	3.0
CM	scaffold_90:1,343,420-1,343,687	267	0.909090909091	0.0909090909091	20.0	2.0
CM	scaffold_257:239,660-272,461	32801	1.0	0.0	1.0	0.0
CM	scaffold_89:2,328,876-2,329,164	288	0.7	0.3	14.0	6.0
CM	scaffold_67:3,291,812-3,292,045	233	0.875	0.125	7.0	1.0
CM	scaffold_280:257,545-260,024	2479	0.793103448276	0.206896551724	23.0	6.0
CM	scaffold_154:142,280-486,621	344341	1.0	0.0	2.0	0.0
CM	scaffold_55:2,718,500-2,754,291	35791	1.0	0.0	25.0	0.0
CM	scaffold_114:816,524-816,684	160	1.0	0.0	8.0	0.0
CM	scaffold_1:1,535,435-1,554,996	19561	0.65	0.35	13.0	7.0
CM	scaffold_2:11,606,814-11,608,552	1738	1.0	0.0	4.0	0.0
CM	scaffold_178:805,835-1,207,855	402020	0.63	0.37	63.0	37.0
CM	scaffold_5:220,795-225,481	4686	0.692307692308	0.307692307692	18.0	8.0
CM	scaffold_89:1,089,665-1,094,434	4769	0.666666666667	0.333333333333	8.0	4.0
CM	scaffold_83:36,310-114,651	78341	1.0	0.0	1.0	0.0
CM	scaffold_280:257,522-259,998	2476	0.740740740741	0.259259259259	20.0	7.0
CM	scaffold_271:235,213-235,431	218	0.636363636364	0.363636363636	7.0	4.0
CM	scaffold_223:473,564-521,575	48011	0.833333333333	0.166666666667	5.0	1.0
CM	scaffold_76:3,107,291-3,125,123	17832	0.657142857143	0.342857142857	46.0	24.0
CM	scaffold_117:417,240-1,971,370	1554130	0.666666666667	0.333333333333	2.0	1.0
CM	scaffold_61:11,138-224,264	213126	0.852941176471	0.147058823529	58.0	10.0
CM	scaffold_49:3,958,898-3,959,193	295	0.809523809524	0.190476190476	34.0	8.0
CM	scaffold_15:5,841,395-5,841,769	374	0.837209302326	0.162790697674	36.0	7.0
CM	scaffold_8:8,592,643-8,592,857	214	1.0	0.0	11.0	0.0
CM	scaffold_67:3,289,275-3,292,093	2818	0.8	0.2	8.0	2.0
CM	scaffold_217:104,456-116,072	11616	0.916666666667	0.0833333333333	33.0	3.0
CM	scaffold_323:34,527-117,138	82611	1.0	0.0	1.0	0.0
CM	scaffold_95:852,058-2,427,928	1575870	0.727272727273	0.272727272727	8.0	3.0
CM	scaffold_57:235,829-236,098	269	0.8	0.2	16.0	4.0
CM	scaffold_15:5,841,420-5,841,790	370	0.837209302326	0.162790697674	36.0	7.0
CM	scaffold_271:235,155-235,358	203	0.625	0.375	10.0	6.0
CM	scaffold_348:17,830-119,293	101463	1.0	0.0	5.0	0.0
CN	scaffold_1:15,011,233-15,015,056	3823	1.0	0.0	2.0	0.0
CN	scaffold_49:3,958,871-3,959,183	312	0.939393939394	0.0606060606061	62.0	4.0
CN	scaffold_88:670,816-671,296	480	0.617647058824	0.382352941176	21.0	13.0
CN	scaffold_85:426,096-431,367	5271	0.846153846154	0.153846153846	11.0	2.0
CN	scaffold_4:6,950,640-6,950,875	235	1.0	0.0	39.0	0.0
CN	scaffold_107:1,977,445-1,983,778	6333	0.75	0.25	12.0	4.0
CN	scaffold_115:2,174,163-2,189,451	15288	0.75	0.25	3.0	1.0
