LF	scaffold_90:1,343,418-1,343,685	267	0.888888888889	0.111111111111	24.0	3.0
LF	scaffold_49:3,959,014-3,959,189	175	0.916666666667	0.0833333333333	22.0	2.0
LF	scaffold_402:404-8,910	8506	1.0	0.0	1.0	0.0
LF	scaffold_41:3,831,198-3,831,809	611	0.95	0.05	19.0	1.0
LF	scaffold_348:64,897-163,695	98798	1.0	0.0	3.0	0.0
LF	scaffold_57:2,274,381-2,275,164	783	0.962264150943	0.0377358490566	51.0	2.0
LF	scaffold_348:17,777-119,268	101491	0.846153846154	0.153846153846	11.0	2.0
LF	scaffold_134:273,957-274,524	567	0.870967741935	0.129032258065	54.0	8.0
LF	scaffold_153:1,692,052-1,693,857	1805	1.0	0.0	2.0	0.0
LF	scaffold_369:35,073-35,459	386	1.0	0.0	3.0	0.0
LF	scaffold_207:586,292-586,652	360	0.914285714286	0.0857142857143	32.0	3.0
LF	scaffold_254:65,555-66,071	516	0.875	0.125	7.0	1.0
LF	scaffold_55:2,718,488-2,754,280	35792	1.0	0.0	5.0	0.0
LF	scaffold_270:35,876-565,002	529126	1.0	0.0	2.0	0.0
LF	scaffold_77:2,994,750-2,995,182	432	0.96875	0.03125	62.0	2.0
LF	scaffold_254:65,834-68,278	2444	1.0	0.0	12.0	0.0
LF	scaffold_89:1,089,693-1,094,445	4752	0.95	0.05	19.0	1.0
LF	scaffold_90:1,343,405-1,343,669	264	0.954545454545	0.0454545454545	21.0	1.0
LF	scaffold_122:14,641-206,585	191944	1.0	0.0	7.0	0.0
LF	scaffold_134:274,091-274,498	407	0.809523809524	0.190476190476	34.0	8.0
LF	scaffold_348:244,378-284,989	40611	1.0	0.0	4.0	0.0
LF	scaffold_22:2,973,123-2,977,130	4007	0.864864864865	0.135135135135	64.0	10.0
MC	scaffold_1:15,011,233-15,015,056	3823	1.0	0.0	2.0	0.0
MC	scaffold_90:1,343,405-1,343,672	267	0.947368421053	0.0526315789474	18.0	1.0
MC	scaffold_49:3,958,871-3,959,183	312	0.863636363636	0.136363636364	38.0	6.0
MC	scaffold_71:2,553,746-2,556,750	3004	1.0	0.0	1.0	0.0
MC	scaffold_4:6,950,640-6,950,875	235	0.970588235294	0.0294117647059	33.0	1.0
MC	scaffold_40:1,906,232-1,906,361	129	1.0	0.0	15.0	0.0
MC	scaffold_90:1,343,420-1,343,687	267	0.904761904762	0.0952380952381	19.0	2.0
MC	scaffold_89:2,328,876-2,329,164	288	0.821428571429	0.178571428571	23.0	5.0
MC	scaffold_19:5,506,606-5,510,931	4325	0.966666666667	0.0333333333333	29.0	1.0
MC	scaffold_280:257,545-260,024	2479	0.847826086957	0.152173913043	39.0	7.0
MC	scaffold_12:4,379,691-4,380,264	573	0.88679245283	0.11320754717	47.0	6.0
